CALIFICACION;LUGAR;MES;ANIO;HORA;IMP_BOL;DESCUENTO; PUNTOS;DENUNCIANTE;HECHO-BOL;COORDENADA-X;COORDENADA-Y 
GRAVE     ;114 ALBERTO AGUILERA - BALTASA          ;5;2021;10.39; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439802.04; 4475938.23
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;10.40; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;120 CMNO BARRIAL - FDO LAZARO           ;5;2021;10.43; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  432850.36; 4479575.82
GRAVE     ;093 CAMINO DE LOS VINATEROS 47          ;5;2021;10.45; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444524.76; 4473763.40
GRAVE     ;119 AV. AMERICA - CARTAGENA             ;5;2021;10.47; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443037.87; 4476937.06
GRAVE     ;114 ALBERTO AGUILERA - BALTASA          ;5;2021;10.48; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439802.04; 4475938.23
GRAVE     ;112 ASCAO - EMILIO FERRARI              ;5;2021;10.54; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  445783.54; 4475923.73
GRAVE     ;085 AV POBLADOS-EST. ALUCHE F           ;5;2021;10.57; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  435542.26; 4470953.31
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;11.06; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;11.07; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;11.14; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;11.14; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;11.16; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;122 AV. PESETA - CTRA BARRIO F          ;5;2021;11.19; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  435089.95; 4469256.88
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;11.24; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;11.31; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;11.32; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;11.36; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;114 ALBERTO AGUILERA - BALTASA          ;5;2021;11.38; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439802.04; 4475938.23
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;11.39; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;11.39; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;11.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;11.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;112 ASCAO - EMILIO FERRARI              ;5;2021;11.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  445783.54; 4475923.73
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;11.43; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;110 AV MARQUES DE CORBERA - RI          ;5;2021;11.49; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444461.78; 4475104.19
GRAVE     ;114 ALBERTO AGUILERA - BALTASA          ;5;2021;11.56; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439802.04; 4475938.23
GRAVE     ;120 CMNO BARRIAL - FDO LAZARO           ;5;2021;11.57; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  432850.36; 4479575.82
GRAVE     ;110 AV MARQUES DE CORBERA - RI          ;5;2021;11.59; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444461.78; 4475104.19
GRAVE     ;112 ASCAO - EMILIO FERRARI              ;5;2021;12.01; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  445783.54; 4475923.73
GRAVE     ;087 AV FILIPINAS 18                     ;5;2021;12.04; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439856.91; 4477037.97
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;12.06; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;12.07; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;12.08; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;097 ODONNELL CON DOCTOR ESQUER          ;5;2021;12.14; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443397.89; 4474921.69
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;12.15; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;099 MENENDEZ PELAYO H. NIÑO JE          ;5;2021;12.16; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442633.05; 4474191.88
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;12.17; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;12.24; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;097 ODONNELL CON DOCTOR ESQUER          ;5;2021;12.26; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443397.89; 4474921.69
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;12.26; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;12.27; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;087 AV FILIPINAS 18                     ;5;2021;12.29; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439856.91; 4477037.97
GRAVE     ;122 AV. PESETA - CTRA BARRIO F          ;5;2021;12.30; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  435089.95; 4469256.88
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;12.35; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;12.37; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;12.38; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;12.38; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;12.38; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;12.46; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;12.46; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;097 ODONNELL CON DOCTOR ESQUER          ;5;2021;12.50; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443397.89; 4474921.69
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;12.54; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;12.58; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;12.59; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;13.04; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;13.06; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;13.06; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;110 AV MARQUES DE CORBERA - RI          ;5;2021;13.06; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444461.78; 4475104.19
GRAVE     ;120 CMNO BARRIAL - FDO LAZARO           ;5;2021;13.07; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  432850.36; 4479575.82
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;13.09; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;13.10; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;13.12; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;093 CAMINO DE LOS VINATEROS 47          ;5;2021;13.20; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  444524.76; 4473763.40
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;13.21; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;13.22; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;101 SINESIO DELGADO GTA P. CEB          ;5;2021;13.24; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439798.51; 4480503.35
GRAVE     ;119 AV. AMERICA - CARTAGENA             ;5;2021;13.29; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443037.87; 4476937.06
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;13.29; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;13.31; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;13.32; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;099 MENENDEZ PELAYO H. NIÑO JE          ;5;2021;13.33; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442633.05; 4474191.88
GRAVE     ;087 AV FILIPINAS 18                     ;5;2021;13.37; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439856.91; 4477037.97
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;13.37; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;13.37; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;13.40; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;13.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;119 AV. AMERICA - CARTAGENA             ;5;2021;13.44; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443037.87; 4476937.06
GRAVE     ;097 ODONNELL CON DOCTOR ESQUER          ;5;2021;13.47; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443397.89; 4474921.69
GRAVE     ;120 CMNO BARRIAL - FDO LAZARO           ;5;2021;13.47; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  432850.36; 4479575.82
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;13.48; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;13.50; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;13.54; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;087 AV FILIPINAS 18                     ;5;2021;13.55; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439856.91; 4477037.97
GRAVE     ;099 MENENDEZ PELAYO H. NIÑO JE          ;5;2021;13.56; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442633.05; 4474191.88
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;13.59; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;119 AV. AMERICA - CARTAGENA             ;5;2021;14.01; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443037.87; 4476937.06
GRAVE     ;075 AV CARDENAL HERRERA ORIA 8          ;5;2021;14.03; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440617.58; 4482305.97
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;14.09; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;087 AV FILIPINAS 18                     ;5;2021;14.10; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439856.91; 4477037.97
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;14.12; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;123 GNRAL RICARDOS - PSO QUINC          ;5;2021;14.14; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439232.86; 4472262.78
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;14.17; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;119 AV. AMERICA - CARTAGENA             ;5;2021;14.21; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443037.87; 4476937.06
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;14.21; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;099 MENENDEZ PELAYO H. NIÑO JE          ;5;2021;14.23; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442633.05; 4474191.88
GRAVE     ;091 AV ANDALUCIA METRO S.CRIST          ;5;2021;14.23; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441264.06; 4466098.35
GRAVE     ;101 SINESIO DELGADO GTA P. CEB          ;5;2021;14.26; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439798.51; 4480503.35
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;14.26; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;114 ALBERTO AGUILERA - BALTASA          ;5;2021;14.31; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439802.04; 4475938.23
GRAVE     ;101 SINESIO DELGADO GTA P. CEB          ;5;2021;14.32; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439798.51; 4480503.35
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;14.32; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;120 CMNO BARRIAL - FDO LAZARO           ;5;2021;14.34; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  432850.36; 4479575.82
GRAVE     ;124 CEA BERMUDEZ - VALLEHERMOS          ;5;2021;14.34; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440000.69; 4476904.97
GRAVE     ;118 MONFORTE DE LEMOS - FINIST          ;5;2021;14.39; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440583.84; 4481460.37
GRAVE     ;084 PO CASTELLANA 105                   ;5;2021;14.39; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  441556.35; 4478627.48
GRAVE     ;101 SINESIO DELGADO GTA P. CEB          ;5;2021;14.44; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439798.51; 4480503.35
GRAVE     ;118 MONFORTE DE LEMOS - FINIST          ;5;2021;14.46; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  440583.84; 4481460.37
GRAVE     ;100 FRANCISCO SILVELA 62                ;5;2021;14.49; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  442840.13; 4476506.58
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;14.50; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;116 VIA LUSITANA - PL ELIPTICA          ;5;2021;14.51; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  439132.53; 4470910.90
GRAVE     ;097 ODONNELL CON DOCTOR ESQUER          ;5;2021;14.53; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443397.89; 4474921.69
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;14.53; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;111 ALCALA - SAN ROMUALDO               ;5;2021;14.55; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  447180.68; 4477170.40
GRAVE     ;119 AV. AMERICA - CARTAGENA             ;5;2021;14.56; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443037.87; 4476937.06
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;02.43; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;121 CRA. CARABANCHEL ARAVACA -          ;5;2021;07.09; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  434397.30; 4472312.57
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;07.41; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;121 CRA. CARABANCHEL ARAVACA -          ;5;2021;08.35; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  434397.30; 4472312.57
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;09.55; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;11.05; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;121 CRA. CARABANCHEL ARAVACA -          ;5;2021;11.17; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  434397.30; 4472312.57
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;11.25; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
GRAVE     ;098 AV MEDITERRANEO 32                  ;5;2021;11.31; 200.00;SI;4;AGENTES DE MOVILIDAD;REBASAR UN SEMÁFORO EN FASE ROJA.                                                                                            ;  443017.57; 4473349.72
